Project ID,Client,Business Unit,Activity,Entity,Geography,Commercial Lead,Stage,Start Date,End Date,Month,Year,Revenue,Currency,New/Existing,Weighted %,Weighted Pipeline
P00543_1,Blackthorn Capital,Customer Experience,Marketing,Nexum UK,UK,Emma Clarke,Lost,01/01/2026,01/04/2026,3,2026,22786.0,GBP,Existing Business,,
P00543_1,Blackthorn Capital,Customer Experience,Marketing,Nexum UK,UK,Emma Clarke,Lost,01/01/2026,01/04/2026,4,2026,1025.77,GBP,Existing Business,,
P00794_1,Dalton Manufacturing,Recruitment,HR,Nexum EMEA,Germany,Stefan Krause,Won,01/01/2026,31/01/2026,1,2026,24107.4,EUR,Existing Business,,
P00812_1,Ironside Tech,Training & Development,HR,Nexum EMEA,Germany,Luisa Meier,Won,01/01/2026,31/01/2026,1,2026,26662.17,EUR,Existing Business,,
P00830_1,Northfield Construction,HR Transformation,HR,Nexum EMEA,Germany,Luisa Meier,Won,01/01/2026,31/01/2026,1,2026,21485.38,EUR,Existing Business,,
P00849_1,Solaris Energy,Payroll Advisory,HR,Nexum EMEA,Germany,Tom Becker,Won,01/01/2026,31/01/2026,1,2026,24215.44,EUR,Existing Business,,
P00867_1,Xero Dynamics,HR Compliance,HR,Nexum EMEA,Germany,Tom Becker,Won,01/01/2026,31/01/2026,1,2026,27166.18,EUR,Existing Business,,
P00885_1,Bergmann GmbH,CFO Advisory,Finance,Nexum EMEA,Germany,Tom Becker,Won,01/01/2026,31/01/2026,1,2026,50918.36,EUR,Existing Business,,
P00906_1,Kessler Industries,Financial Planning,Finance,Nexum EMEA,Germany,Stefan Krause,Won,01/01/2026,31/01/2026,1,2026,38234.25,EUR,Existing Business,,
P00924_1,Rhein Partners,Tax Optimization,Finance,Nexum EMEA,Germany,Luisa Meier,Won,01/01/2026,31/01/2026,1,2026,2074.59,EUR,Existing Business,,
P00942_1,Fischer & Weber,M&A Support,Finance,Nexum EMEA,Germany,Tom Becker,Won,01/01/2026,31/01/2026,1,2026,57510.52,EUR,Existing Business,,
P00961_1,Steinberg Digital,Accounting Transformation,Finance,Nexum EMEA,Germany,Stefan Krause,Won,01/01/2026,31/01/2026,1,2026,31383.55,EUR,Existing Business,,
P00980_1,Müller & Partner,Brand Strategy,Marketing,Nexum EMEA,Germany,Luisa Meier,Won,01/01/2026,31/01/2026,1,2026,25387.89,EUR,Existing Business,,
P00998_1,Heinz Group,Digital Marketing,Marketing,Nexum EMEA,Germany,Tom Becker,Won,01/01/2026,31/01/2026,1,2026,28536.26,EUR,Existing Business,,
P01016_1,Dortmund Services,Market Research,Marketing,Nexum EMEA,Germany,Stefan Krause,Won,01/01/2026,31/01/2026,1,2026,24152.7,EUR,Existing Business,,
P01034_1,Bremen Digital,Sales Enablement,Marketing,Nexum EMEA,Germany,Stefan Krause,Won,01/01/2026,31/01/2026,1,2026,27495.95,EUR,Existing Business,,
P01052_1,Hannover Capital,Customer Experience,Marketing,Nexum EMEA,Germany,Luisa Meier,Won,01/01/2026,31/01/2026,1,2026,51943.68,EUR,Existing Business,,
P01320_1,Cedar Group,Recruitment,HR,Nexum EMEA,France,Laura Dupont,Won,01/01/2026,31/01/2026,1,2026,28599.21,EUR,Existing Business,,
P01338_1,Harbourside Hotels,Training & Development,HR,Nexum EMEA,France,Laura Dupont,Won,01/01/2026,31/01/2026,1,2026,22279.32,EUR,Existing Business,,
P01356_1,Meridian Healthcare,HR Transformation,HR,Nexum EMEA,France,Laura Dupont,Won,01/01/2026,31/01/2026,1,2026,44718.32,EUR,Existing Business,,
P01375_1,Thornton Pharma,Payroll Advisory,HR,Nexum EMEA,France,Laura Dupont,Won,01/01/2026,31/01/2026,1,2026,20456.46,EUR,Existing Business,,
P01393_1,Lumière Retail,HR Compliance,HR,Nexum EMEA,France,Camille Roussel,Won,01/01/2026,31/01/2026,1,2026,22179.71,EUR,Existing Business,,
P01411_1,Dupont Finances,CFO Advisory,Finance,Nexum EMEA,France,Camille Roussel,Won,01/01/2026,31/01/2026,1,2026,41154.86,EUR,Existing Business,,
P01432_1,Girard & Associés,Financial Planning,Finance,Nexum EMEA,France,Laura Dupont,Won,01/01/2026,31/01/2026,1,2026,47659.03,EUR,Existing Business,,
P01451_1,Marceau Logistics,Tax Optimization,Finance,Nexum EMEA,France,Pierre Moreau,Won,01/01/2026,31/01/2026,1,2026,35780.78,EUR,Existing Business,,
P01469_1,Beaumont Digital,M&A Support,Finance,Nexum EMEA,France,Laura Dupont,Won,01/01/2026,31/01/2026,1,2026,39497.05,EUR,Existing Business,,
P01490_1,Fontaine Capital,Accounting Transformation,Finance,Nexum EMEA,France,Pierre Moreau,Won,01/01/2026,31/01/2026,1,2026,52897.61,EUR,Existing Business,,
P01509_1,Leclerc Associés,Brand Strategy,Marketing,Nexum EMEA,France,Pierre Moreau,Won,01/01/2026,31/01/2026,1,2026,27630.46,EUR,Existing Business,,
P01527_1,Renaud Capital,Digital Marketing,Marketing,Nexum EMEA,France,Camille Roussel,Won,01/01/2026,31/01/2026,1,2026,26860.32,EUR,Existing Business,,
P01545_1,Chevalier & Fils,Market Research,Marketing,Nexum EMEA,France,Camille Roussel,Won,01/01/2026,31/01/2026,1,2026,21860.6,EUR,Existing Business,,
P01563_1,Normandie Digital,Sales Enablement,Marketing,Nexum EMEA,France,Camille Roussel,Won,01/01/2026,31/01/2026,1,2026,24189.06,EUR,Existing Business,,
P01581_1,Bordeaux Finance,Customer Experience,Marketing,Nexum EMEA,France,Pierre Moreau,Won,01/01/2026,31/01/2026,1,2026,31561.26,EUR,Existing Business,,
P01828_1,Ergo Solutions,Recruitment,HR,Nexum EMEA,Italy,Giulia Romano,Won,01/01/2026,31/01/2026,1,2026,9389.3,EUR,Existing Business,,
P01845_1,Kendall & Partners,Training & Development,HR,Nexum EMEA,Italy,Giulia Romano,Won,01/01/2026,31/01/2026,1,2026,10098.6,EUR,Existing Business,,
P01862_1,Pinnacle Exports,HR Transformation,HR,Nexum EMEA,Italy,Michael Chen,Won,01/01/2026,31/01/2026,1,2026,12476.49,EUR,Existing Business,,
P01879_1,Yardarm Shipping,Payroll Advisory,HR,Nexum EMEA,Italy,Giulia Romano,Won,01/01/2026,31/01/2026,1,2026,9037.18,EUR,Existing Business,,
P01896_1,Milano Ventures,HR Compliance,HR,Nexum EMEA,Italy,Marco Bellini,Won,01/01/2026,31/01/2026,1,2026,8884.96,EUR,Existing Business,,
P01913_1,Rossi & Figli,CFO Advisory,Finance,Nexum EMEA,Italy,Michael Chen,Won,01/01/2026,31/01/2026,1,2026,12477.03,EUR,Existing Business,,
P01931_1,Torino Digital,Financial Planning,Finance,Nexum EMEA,Italy,Giulia Romano,Won,01/01/2026,31/01/2026,1,2026,14959.39,EUR,Existing Business,,
P01948_1,Firenze Consulting,Tax Optimization,Finance,Nexum EMEA,Italy,Marco Bellini,Won,01/01/2026,31/01/2026,1,2026,12834.72,EUR,Existing Business,,
P01965_1,Napoli Ventures,M&A Support,Finance,Nexum EMEA,Italy,Giulia Romano,Won,01/01/2026,31/01/2026,1,2026,26775.86,EUR,Existing Business,,
P01983_1,Venezia Digital,Accounting Transformation,Finance,Nexum EMEA,Italy,Marco Bellini,Won,01/01/2026,31/01/2026,1,2026,7736.64,EUR,Existing Business,,
P02001_1,Ergo Solutions,Brand Strategy,Marketing,Nexum EMEA,Italy,Giulia Romano,Won,01/01/2026,31/01/2026,1,2026,9838.79,EUR,Existing Business,,
P02018_1,Kendall & Partners,Digital Marketing,Marketing,Nexum EMEA,Italy,Marco Bellini,Won,01/01/2026,31/01/2026,1,2026,11186.47,EUR,Existing Business,,
P02035_1,Pinnacle Exports,Market Research,Marketing,Nexum EMEA,Italy,Marco Bellini,Won,01/01/2026,31/01/2026,1,2026,416.03,EUR,Existing Business,,
P02052_1,Yardarm Shipping,Sales Enablement,Marketing,Nexum EMEA,Italy,Marco Bellini,Won,01/01/2026,31/01/2026,1,2026,5483.11,EUR,Existing Business,,
P02069_1,Milano Ventures,Customer Experience,Marketing,Nexum EMEA,Italy,Giulia Romano,Won,01/01/2026,31/01/2026,1,2026,6988.06,EUR,Existing Business,,
P02323_1,Albatross Foods,Recruitment,HR,Nexum Iberia,Spain,Sarah Mitchell,Won,01/01/2026,31/01/2026,1,2026,20768.69,EUR,Existing Business,,
P02340_1,Greenvale Retail,Training & Development,HR,Nexum Iberia,Spain,Carlos Vega,Won,01/01/2026,31/01/2026,1,2026,11010.71,EUR,Existing Business,,
P02357_1,Larchwood Services,HR Transformation,HR,Nexum Iberia,Spain,Sarah Mitchell,Won,01/01/2026,31/01/2026,1,2026,18943.52,EUR,Existing Business,,
P02376_1,Uniform Industries,Payroll Advisory,HR,Nexum Iberia,Spain,Marta Iglesias,Won,01/01/2026,31/01/2026,1,2026,18220.76,EUR,Existing Business,,
P02394_1,Iberia Ventures,HR Compliance,HR,Nexum Iberia,Spain,Marta Iglesias,Won,01/01/2026,31/01/2026,1,2026,17942.37,EUR,Existing Business,,
P02411_1,Castillo & Partners,CFO Advisory,Finance,Nexum Iberia,Spain,Marta Iglesias,Won,01/01/2026,31/01/2026,1,2026,29666.35,EUR,Existing Business,,
P02430_1,Montserrat Group,Financial Planning,Finance,Nexum Iberia,Spain,Marta Iglesias,Won,01/01/2026,31/01/2026,1,2026,27476.92,EUR,Existing Business,,
P02448_1,Nexo Digital,Tax Optimization,Finance,Nexum Iberia,Spain,Carlos Vega,Won,01/01/2026,31/01/2026,1,2026,5955.48,EUR,Existing Business,,
P02466_1,Solano Industries,M&A Support,Finance,Nexum Iberia,Spain,Marta Iglesias,Won,01/01/2026,31/01/2026,1,2026,42664.07,EUR,Existing Business,,
P02485_1,Verdana Holdings,Accounting Transformation,Finance,Nexum Iberia,Spain,Carlos Vega,Won,01/01/2026,31/01/2026,1,2026,30074.76,EUR,Existing Business,,
P02503_1,Sevilla Capital,Brand Strategy,Marketing,Nexum Iberia,Spain,Carlos Vega,Won,01/01/2026,31/01/2026,1,2026,24151.52,EUR,Existing Business,,
P02521_1,Barcelona Ventures,Digital Marketing,Marketing,Nexum Iberia,Spain,Marta Iglesias,Won,01/01/2026,31/01/2026,1,2026,28191.71,EUR,Existing Business,,
P02539_1,Madrid Consulting,Market Research,Marketing,Nexum Iberia,Spain,Carlos Vega,Won,01/01/2026,31/01/2026,1,2026,15822.02,EUR,Existing Business,,
P02556_1,Valencia Group,Sales Enablement,Marketing,Nexum Iberia,Spain,Marta Iglesias,Won,01/01/2026,31/01/2026,1,2026,24934.57,EUR,Existing Business,,
P02574_1,Bilbao Partners,Customer Experience,Marketing,Nexum Iberia,Spain,Carlos Vega,Won,01/01/2026,31/01/2026,1,2026,16199.3,EUR,Existing Business,,
P00937_1,Northfield Construction,Tax Optimization,Finance,Nexum EMEA,Germany,Tom Becker,Won,02/01/2026,08/03/2026,1,2026,30869.04,EUR,Existing Business,,
P00937_1,Northfield Construction,Tax Optimization,Finance,Nexum EMEA,Germany,Tom Becker,Won,02/01/2026,08/03/2026,2,2026,30308.34,EUR,Existing Business,,
P00937_1,Northfield Construction,Tax Optimization,Finance,Nexum EMEA,Germany,Tom Becker,Won,02/01/2026,08/03/2026,3,2026,7880.17,EUR,Existing Business,,
P00467_1,Redbridge Media,Brand Strategy,Marketing,Nexum UK,UK,James Thornton,Lost,03/01/2026,22/02/2026,1,2026,21631.14,GBP,Existing Business,,
P00467_1,Redbridge Media,Brand Strategy,Marketing,Nexum UK,UK,James Thornton,Lost,03/01/2026,22/02/2026,2,2026,16725.11,GBP,Existing Business,,
P00544_1,Ashford Industries,Customer Experience,Marketing,Nexum UK,UK,James Thornton,Lost,03/01/2026,02/04/2026,1,2026,16825.48,GBP,Existing Business,,
P00544_1,Ashford Industries,Customer Experience,Marketing,Nexum UK,UK,James Thornton,Lost,03/01/2026,02/04/2026,2,2026,17345.86,GBP,Existing Business,,
P00544_1,Ashford Industries,Customer Experience,Marketing,Nexum UK,UK,James Thornton,Lost,03/01/2026,02/04/2026,3,2026,19843.66,GBP,Existing Business,,
P00544_1,Ashford Industries,Customer Experience,Marketing,Nexum UK,UK,James Thornton,Lost,03/01/2026,02/04/2026,4,2026,1786.62,GBP,Existing Business,,
P01428_1,Girard & Associés,CFO Advisory,Finance,Nexum EMEA,France,Pierre Moreau,Lost,03/01/2026,08/05/2026,1,2026,13151.15,EUR,Existing Business,,
P01428_1,Girard & Associés,CFO Advisory,Finance,Nexum EMEA,France,Pierre Moreau,Lost,03/01/2026,08/05/2026,2,2026,13557.88,EUR,Existing Business,,
P01428_1,Girard & Associés,CFO Advisory,Finance,Nexum EMEA,France,Pierre Moreau,Lost,03/01/2026,08/05/2026,3,2026,15510.22,EUR,Existing Business,,
P01428_1,Girard & Associés,CFO Advisory,Finance,Nexum EMEA,France,Pierre Moreau,Lost,03/01/2026,08/05/2026,4,2026,15361.08,EUR,Existing Business,,
P01428_1,Girard & Associés,CFO Advisory,Finance,Nexum EMEA,France,Pierre Moreau,Lost,03/01/2026,08/05/2026,5,2026,4189.39,EUR,Existing Business,,
P02048_1,Ergo Solutions,Market Research,Marketing,Nexum EMEA,Italy,Marco Bellini,Won,04/01/2026,03/02/2026,1,2026,4901.62,EUR,Existing Business,,
P02048_1,Ergo Solutions,Market Research,Marketing,Nexum EMEA,Italy,Marco Bellini,Won,04/01/2026,03/02/2026,2,2026,505.32,EUR,Existing Business,,
P01910_1,Rossi & Figli,HR Compliance,HR,Nexum EMEA,Italy,Michael Chen,Lost,05/01/2026,11/02/2026,1,2026,13242.58,EUR,Existing Business,,
P01910_1,Rossi & Figli,HR Compliance,HR,Nexum EMEA,Italy,Michael Chen,Lost,05/01/2026,11/02/2026,2,2026,5460.86,EUR,Existing Business,,
P02066_1,Firenze Consulting,Sales Enablement,Marketing,Nexum EMEA,Italy,Marco Bellini,Lost,05/01/2026,28/02/2026,1,2026,14466.75,EUR,Existing Business,,
P02066_1,Firenze Consulting,Sales Enablement,Marketing,Nexum EMEA,Italy,Marco Bellini,Lost,05/01/2026,28/02/2026,2,2026,14914.18,EUR,Existing Business,,
P02463_1,Madrid Consulting,Tax Optimization,Finance,Nexum Iberia,Spain,Carlos Vega,Lost,05/01/2026,14/02/2026,1,2026,19879.17,EUR,Existing Business,,
P02463_1,Madrid Consulting,Tax Optimization,Finance,Nexum Iberia,Spain,Carlos Vega,Lost,05/01/2026,14/02/2026,2,2026,10246.99,EUR,Existing Business,,
P02592_1,Fairway Logistics,Recruitment,HR,Nexum Iberia,Portugal,Inês Costa,Won,05/01/2026,31/01/2026,1,2026,7393.16,EUR,New Business,,
P02609_1,Optica Ventures,Training & Development,HR,Nexum Iberia,Portugal,Miguel Santos,Won,05/01/2026,31/01/2026,1,2026,6405.45,EUR,New Business,,
P02626_1,Vantage Retail,HR Transformation,HR,Nexum Iberia,Portugal,Ana Ferreira,Won,05/01/2026,31/01/2026,1,2026,11690.08,EUR,New Business,,
P02643_1,Atlântico Services,Payroll Advisory,HR,Nexum Iberia,Portugal,Inês Costa,Won,05/01/2026,31/01/2026,1,2026,6769.85,EUR,New Business,,
P02660_1,Tejo Capital,HR Compliance,HR,Nexum Iberia,Portugal,Miguel Santos,Won,05/01/2026,31/01/2026,1,2026,6199.03,EUR,New Business,,
P02677_1,Porto Innovations,CFO Advisory,Finance,Nexum Iberia,Portugal,Ana Ferreira,Won,05/01/2026,31/01/2026,1,2026,24285.0,EUR,New Business,,
P02695_1,Lusitano Consulting,Financial Planning,Finance,Nexum Iberia,Portugal,Miguel Santos,Won,05/01/2026,31/01/2026,1,2026,12376.3,EUR,New Business,,
P02709_1,Coimbra Group,Financial Planning,Finance,Nexum Iberia,Portugal,Ana Ferreira,Lost,05/01/2026,15/04/2026,1,2026,11676.45,EUR,New Business,,
P02709_1,Coimbra Group,Financial Planning,Finance,Nexum Iberia,Portugal,Ana Ferreira,Lost,05/01/2026,15/04/2026,2,2026,12037.57,EUR,New Business,,
P02709_1,Coimbra Group,Financial Planning,Finance,Nexum Iberia,Portugal,Ana Ferreira,Lost,05/01/2026,15/04/2026,3,2026,13770.99,EUR,New Business,,
P02709_1,Coimbra Group,Financial Planning,Finance,Nexum Iberia,Portugal,Ana Ferreira,Lost,05/01/2026,15/04/2026,4,2026,6819.29,EUR,New Business,,
P02712_1,Braga Partners,Tax Optimization,Finance,Nexum Iberia,Portugal,Ana Ferreira,Won,05/01/2026,31/01/2026,1,2026,8705.78,EUR,New Business,,
P02729_1,Lisboa Capital,M&A Support,Finance,Nexum Iberia,Portugal,Inês Costa,Won,05/01/2026,31/01/2026,1,2026,22940.41,EUR,New Business,,
P02747_1,Coimbra Group,Accounting Transformation,Finance,Nexum Iberia,Portugal,Ana Ferreira,Won,05/01/2026,31/01/2026,1,2026,14624.32,EUR,Existing Business,,
P02764_1,Setúbal Industries,Brand Strategy,Marketing,Nexum Iberia,Portugal,Ana Ferreira,Won,05/01/2026,31/01/2026,1,2026,8318.99,EUR,New Business,,
P02781_1,Évora Partners,Digital Marketing,Marketing,Nexum Iberia,Portugal,Inês Costa,Won,05/01/2026,31/01/2026,1,2026,11034.9,EUR,New Business,,
P02798_1,Fairway Logistics,Market Research,Marketing,Nexum Iberia,Portugal,Inês Costa,Won,05/01/2026,31/01/2026,1,2026,7136.39,EUR,Existing Business,,
P02815_1,Optica Ventures,Sales Enablement,Marketing,Nexum Iberia,Portugal,Inês Costa,Won,05/01/2026,31/01/2026,1,2026,6947.3,EUR,Existing Business,,
P02832_1,Vantage Retail,Customer Experience,Marketing,Nexum Iberia,Portugal,Ana Ferreira,Won,05/01/2026,31/01/2026,1,2026,14457.45,EUR,Existing Business,,
P01945_1,Kendall & Partners,Financial Planning,Finance,Nexum EMEA,Italy,Michael Chen,Lost,07/01/2026,29/03/2026,1,2026,10867.33,EUR,Existing Business,,
P01945_1,Kendall & Partners,Financial Planning,Finance,Nexum EMEA,Italy,Michael Chen,Lost,07/01/2026,29/03/2026,2,2026,12448.25,EUR,Existing Business,,
P01945_1,Kendall & Partners,Financial Planning,Finance,Nexum EMEA,Italy,Michael Chen,Lost,07/01/2026,29/03/2026,3,2026,12946.18,EUR,Existing Business,,
P02498_1,Iberia Ventures,Accounting Transformation,Finance,Nexum Iberia,Spain,Sarah Mitchell,Won,07/01/2026,07/05/2026,1,2026,7150.67,EUR,Existing Business,,
P02498_1,Iberia Ventures,Accounting Transformation,Finance,Nexum Iberia,Spain,Sarah Mitchell,Won,07/01/2026,07/05/2026,2,2026,8190.92,EUR,Existing Business,,
P02498_1,Iberia Ventures,Accounting Transformation,Finance,Nexum Iberia,Spain,Sarah Mitchell,Won,07/01/2026,07/05/2026,3,2026,9370.41,EUR,Existing Business,,
P02498_1,Iberia Ventures,Accounting Transformation,Finance,Nexum Iberia,Spain,Sarah Mitchell,Won,07/01/2026,07/05/2026,4,2026,9280.31,EUR,Existing Business,,
P02498_1,Iberia Ventures,Accounting Transformation,Finance,Nexum Iberia,Spain,Sarah Mitchell,Won,07/01/2026,07/05/2026,5,2026,2109.16,EUR,Existing Business,,
P02829_1,Setúbal Industries,Sales Enablement,Marketing,Nexum Iberia,Portugal,Ana Ferreira,Lost,08/01/2026,31/03/2026,1,2026,3239.21,EUR,Existing Business,,
P02829_1,Setúbal Industries,Sales Enablement,Marketing,Nexum Iberia,Portugal,Ana Ferreira,Lost,08/01/2026,31/03/2026,2,2026,3928.7,EUR,Existing Business,,
P02829_1,Setúbal Industries,Sales Enablement,Marketing,Nexum Iberia,Portugal,Ana Ferreira,Lost,08/01/2026,31/03/2026,3,2026,4494.43,EUR,Existing Business,,
P01560_1,Cedar Group,Market Research,Marketing,Nexum EMEA,France,Laura Dupont,Lost,12/01/2026,04/02/2026,1,2026,19670.36,EUR,Existing Business,,
P01560_1,Cedar Group,Market Research,Marketing,Nexum EMEA,France,Laura Dupont,Lost,12/01/2026,04/02/2026,2,2026,4055.75,EUR,Existing Business,,
P01842_1,Torino Digital,Recruitment,HR,Nexum EMEA,Italy,Giulia Romano,Lost,12/01/2026,10/02/2026,1,2026,11986.57,EUR,Existing Business,,
P01842_1,Torino Digital,Recruitment,HR,Nexum EMEA,Italy,Giulia Romano,Lost,12/01/2026,10/02/2026,2,2026,5766.73,EUR,Existing Business,,
P00842_1,Hannover Capital,HR Transformation,HR,Nexum EMEA,Germany,Stefan Krause,Lost,14/01/2026,03/05/2026,1,2026,17957.31,EUR,Existing Business,,
P00842_1,Hannover Capital,HR Transformation,HR,Nexum EMEA,Germany,Stefan Krause,Lost,14/01/2026,03/05/2026,2,2026,28481.06,EUR,Existing Business,,
P00842_1,Hannover Capital,HR Transformation,HR,Nexum EMEA,Germany,Stefan Krause,Lost,14/01/2026,03/05/2026,3,2026,32582.34,EUR,Existing Business,,
P00842_1,Hannover Capital,HR Transformation,HR,Nexum EMEA,Germany,Stefan Krause,Lost,14/01/2026,03/05/2026,4,2026,32269.05,EUR,Existing Business,,
P00842_1,Hannover Capital,HR Transformation,HR,Nexum EMEA,Germany,Stefan Krause,Lost,14/01/2026,03/05/2026,5,2026,1466.77,EUR,Existing Business,,
P01487_1,Girard & Associés,M&A Support,Finance,Nexum EMEA,France,Pierre Moreau,Lost,14/01/2026,28/03/2026,1,2026,10588.03,EUR,Existing Business,,
P01487_1,Girard & Associés,M&A Support,Finance,Nexum EMEA,France,Pierre Moreau,Lost,14/01/2026,28/03/2026,2,2026,16793.07,EUR,Existing Business,,
P01487_1,Girard & Associés,M&A Support,Finance,Nexum EMEA,France,Pierre Moreau,Lost,14/01/2026,28/03/2026,3,2026,17464.79,EUR,Existing Business,,
P00330_1,Oakfield Partners,Payroll Advisory,HR,Nexum UK,UK,James Thornton,Lost,15/01/2026,11/03/2026,1,2026,13823.3,GBP,Existing Business,,
P00330_1,Oakfield Partners,Payroll Advisory,HR,Nexum UK,UK,James Thornton,Lost,15/01/2026,11/03/2026,2,2026,23751.37,GBP,Existing Business,,
P00330_1,Oakfield Partners,Payroll Advisory,HR,Nexum UK,UK,James Thornton,Lost,15/01/2026,11/03/2026,3,2026,9880.57,GBP,Existing Business,,
P00882_1,Rhein Partners,HR Compliance,HR,Nexum EMEA,Germany,Stefan Krause,Lost,15/01/2026,12/02/2026,1,2026,29343.9,EUR,Existing Business,,
P00882_1,Rhein Partners,HR Compliance,HR,Nexum EMEA,Germany,Stefan Krause,Lost,15/01/2026,12/02/2026,2,2026,22688.58,EUR,Existing Business,,
P02689_1,Lisboa Capital,CFO Advisory,Finance,Nexum Iberia,Portugal,Miguel Santos,Won,16/01/2026,09/08/2026,1,2026,5134.35,EUR,Existing Business,,
P02689_1,Lisboa Capital,CFO Advisory,Finance,Nexum Iberia,Portugal,Miguel Santos,Won,16/01/2026,09/08/2026,2,2026,9623.89,EUR,Existing Business,,
P02689_1,Lisboa Capital,CFO Advisory,Finance,Nexum Iberia,Portugal,Miguel Santos,Won,16/01/2026,09/08/2026,3,2026,11009.73,EUR,Existing Business,,
P02689_1,Lisboa Capital,CFO Advisory,Finance,Nexum Iberia,Portugal,Miguel Santos,Won,16/01/2026,09/08/2026,4,2026,10903.87,EUR,Existing Business,,
P02689_1,Lisboa Capital,CFO Advisory,Finance,Nexum Iberia,Portugal,Miguel Santos,Won,16/01/2026,09/08/2026,5,2026,10408.24,EUR,Existing Business,,
P02689_1,Lisboa Capital,CFO Advisory,Finance,Nexum Iberia,Portugal,Miguel Santos,Won,16/01/2026,09/08/2026,6,2026,10586.28,EUR,Existing Business,,
P02689_1,Lisboa Capital,CFO Advisory,Finance,Nexum Iberia,Portugal,Miguel Santos,Won,16/01/2026,09/08/2026,7,2026,10182.08,EUR,Existing Business,,
P02689_1,Lisboa Capital,CFO Advisory,Finance,Nexum Iberia,Portugal,Miguel Santos,Won,16/01/2026,09/08/2026,8,2026,2045.08,EUR,Existing Business,,
P00977_1,Ironside Tech,Accounting Transformation,Finance,Nexum EMEA,Germany,Stefan Krause,Lost,18/01/2026,25/06/2026,1,2026,3726.44,EUR,Existing Business,,
P00977_1,Ironside Tech,Accounting Transformation,Finance,Nexum EMEA,Germany,Stefan Krause,Lost,18/01/2026,25/06/2026,2,2026,7683.38,EUR,Existing Business,,
P00977_1,Ironside Tech,Accounting Transformation,Finance,Nexum EMEA,Germany,Stefan Krause,Lost,18/01/2026,25/06/2026,3,2026,8789.79,EUR,Existing Business,,
P00977_1,Ironside Tech,Accounting Transformation,Finance,Nexum EMEA,Germany,Stefan Krause,Lost,18/01/2026,25/06/2026,4,2026,8705.27,EUR,Existing Business,,
P00977_1,Ironside Tech,Accounting Transformation,Finance,Nexum EMEA,Germany,Stefan Krause,Lost,18/01/2026,25/06/2026,5,2026,8309.57,EUR,Existing Business,,
P00977_1,Ironside Tech,Accounting Transformation,Finance,Nexum EMEA,Germany,Stefan Krause,Lost,18/01/2026,25/06/2026,6,2026,7299.21,EUR,Existing Business,,
P02049_1,Firenze Consulting,Market Research,Marketing,Nexum EMEA,Italy,Marco Bellini,Lost,20/01/2026,10/02/2026,1,2026,8104.12,EUR,Existing Business,,
P02049_1,Firenze Consulting,Market Research,Marketing,Nexum EMEA,Italy,Marco Bellini,Lost,20/01/2026,10/02/2026,2,2026,6498.15,EUR,Existing Business,,
P00422_1,Juniper Capital,M&A Support,Finance,Nexum UK,UK,Oliver Hayes,Won,21/01/2026,17/05/2026,1,2026,3678.3,GBP,Existing Business,,
P00422_1,Juniper Capital,M&A Support,Finance,Nexum UK,UK,Oliver Hayes,Won,21/01/2026,17/05/2026,2,2026,9480.14,GBP,Existing Business,,
P00422_1,Juniper Capital,M&A Support,Finance,Nexum UK,UK,Oliver Hayes,Won,21/01/2026,17/05/2026,3,2026,10845.28,GBP,Existing Business,,
P00422_1,Juniper Capital,M&A Support,Finance,Nexum UK,UK,Oliver Hayes,Won,21/01/2026,17/05/2026,4,2026,10741.0,GBP,Existing Business,,
P00422_1,Juniper Capital,M&A Support,Finance,Nexum UK,UK,Oliver Hayes,Won,21/01/2026,17/05/2026,5,2026,5370.5,GBP,Existing Business,,
P02427_1,Solano Industries,CFO Advisory,Finance,Nexum Iberia,Spain,Carlos Vega,Lost,21/01/2026,30/06/2026,1,2026,4106.22,EUR,Existing Business,,
P02427_1,Solano Industries,CFO Advisory,Finance,Nexum Iberia,Spain,Carlos Vega,Lost,21/01/2026,30/06/2026,2,2026,10583.05,EUR,Existing Business,,
P02427_1,Solano Industries,CFO Advisory,Finance,Nexum Iberia,Spain,Carlos Vega,Lost,21/01/2026,30/06/2026,3,2026,12107.0,EUR,Existing Business,,
P02427_1,Solano Industries,CFO Advisory,Finance,Nexum Iberia,Spain,Carlos Vega,Lost,21/01/2026,30/06/2026,4,2026,11990.59,EUR,Existing Business,,
P02427_1,Solano Industries,CFO Advisory,Finance,Nexum Iberia,Spain,Carlos Vega,Lost,21/01/2026,30/06/2026,5,2026,11445.56,EUR,Existing Business,,
P02427_1,Solano Industries,CFO Advisory,Finance,Nexum Iberia,Spain,Carlos Vega,Lost,21/01/2026,30/06/2026,6,2026,11641.35,EUR,Existing Business,,
P00346_1,Sterling Dynamics,HR Compliance,HR,Nexum UK,UK,James Thornton,Won,23/01/2026,16/02/2026,1,2026,23409.88,GBP,Existing Business,,
P00346_1,Sterling Dynamics,HR Compliance,HR,Nexum UK,UK,James Thornton,Won,23/01/2026,16/02/2026,2,2026,44245.48,GBP,Existing Business,,
P00346_2,Sterling Dynamics,Market Research,Marketing,Nexum UK,UK,Emma Clarke,Won,23/01/2026,16/02/2026,1,2026,3643.34,GBP,Existing Business,,
P00346_2,Sterling Dynamics,Market Research,Marketing,Nexum UK,UK,Emma Clarke,Won,23/01/2026,16/02/2026,2,2026,6886.04,GBP,Existing Business,,
